function	community_1	community_10	community_2	community_3	community_4	community_5	community_6	community_7	community_8	community_9
LYSDECARBOX-RXN	2.77	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0
LYSINE--TRNA-LIGASE-RXN	23.39	24.02	21.12	22.38	21.26	21.38	13.669999999999998	33.57	15.739999999999998	47.17999999999999
LYSINE-23-AMINOMUTASE-RXN	0.2	2.72	0.0	0.0	1.52	0.0	1.0	0.2	0.56	1.15
LYSOPHOSPHOLIPASE-RXN	0.0	1.0	8.02	7.6	0.0	1.0	2.31	0.0	1.0	0.0
LYSYLTRANSFERASE-RXN	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	1.0	0.0
MALATE-DEH-RXN	0.0	7.760000000000002	1.28	0.0	9.8	10.32	1.02	11.84	1.85	2.3
MALEATE-ISOMERASE-RXN	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	1.0	0.0
MALIC-NADP-RXN	0.0	3.88	0.64	0.0	5.95	5.16	0.51	5.92	1.25	1.15
MALONYL-COA-ACP-TRANSACYL-RXN	23.39	24.02	21.12	22.38	21.26	21.38	12.669999999999998	31.300000000000004	15.739999999999998	47.17999999999999
MALTACETYLTRAN-RXN	39.59	37.71	32.980000000000004	32.95	23.73	22.91	18.91	35.85	18.41	93.89
MALTODEXGLUCOSID-RXN	29.81	44.31	35.41000000000001	42.67	22.110000000000007	36.97000000000001	12.34	45.09	19.69	91.47
MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN	0.0	4.0	25.28	12.48	0.0	0.0	1.0	2.27	0.0	0.0
MALTOSE-PHOSPHORYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.27	0.0	0.0
MANNONDEHYDRAT-RXN	6.47	14.31	24.250000000000004	13.31	12.64	24.54	5.46	26.520000000000003	7.75	40.75
MANNONOXIDOREDUCT-RXN	6.47	6.71	14.01	6.4700000000000015	7.09	8.549999999999999	3.95	18.33	7.15	30.070000000000004
MANNPISOM-RXN	2.43	4.880000000000001	15.76	5.11	10.84	16.7	5.67	11.079999999999998	4.7	4.73
MCPMETEST-RXN	22.18	24.03	11.09	28.58	9.43	13.400000000000002	10.93	13.68	9.42	74.64999999999998
MERCAPYSTRANS-RXN	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0
METHANOL-DEHYDROGENASE-RXN	23.590000000000003	25.02	38.26000000000001	34.3	21.15	32.54	14.669999999999998	35.62000000000001	17.299999999999994	51.37
METHCOCLTH-RXN	0.2	0.0	0.0	0.0	1.52	0.0	0.0	0.2	0.56	0.0
METHENYLTHFCYCLOHYDRO-RXN	23.39	24.02	21.12	26.860000000000007	21.26	21.38	13.669999999999998	33.57	16.74	47.17999999999999
METHGLYSYN-RXN	30.880000000000006	31.1	35.81	33.33	23.38	35.03	14.98	47.97	22.06	54.4
METHIONINE--TRNA-LIGASE-RXN	23.39	24.02	22.76	22.38	22.89	21.38	13.669999999999998	33.57	15.739999999999998	47.17999999999999
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	26.38	27.689999999999994	21.12	22.38	21.26	21.38	15.14	33.57	15.739999999999998	50.55
METHYLACETOACETYLCOATHIOL-RXN	15.46	22.23	13.1	27.82	8.01	20.97	14.3	13.04	10.85	44.69000000000001
METHYLACYLYLCOA-HYDROXY-RXN	15.26	22.23	12.46	42.86	11.98	12.29	10.88	24.980000000000004	18.02	40.5
METHYLENETHFDEHYDROG-NADP-RXN	23.39	24.02	21.12	26.860000000000007	21.26	21.38	13.669999999999998	33.57	16.74	47.17999999999999
METHYLISOCITRATE-LYASE-RXN	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	1.0	0.0
METHYLMALONYL-COA-EPIM-RXN	2.4400000000000004	10.18	2.28	10.57	5.95	7.0	2.8	10.06	4.74	14.69
METHYLMALONYL-COA-MUT-RXN	0.4	7.760000000000002	1.28	0.0	14.94	10.32	3.02	12.24	3.62	2.3
METHYLVALERATE-RXN	0.0	2.72	0.0	0.0	4.2	0.0	0.0	0.0	1.3	1.15
MEVALONATE-KINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.27	0.0	0.0
MHPELY-RXN	0.0	12.12	0.0	17.92	0.0	0.0	0.0	1.04	8.14	3.24
MMUM-RXN	0.0	0.0	0.0	0.0	0.0	4.199999999999998	0.0	2.27	0.0	0.0
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	0.0	3.88	0.64	0.0	3.85	5.16	0.51	5.92	0.6	1.15
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	10.68	12.589999999999998	12.58	9.46	11.62	7.0	4.29	23.020000000000003	8.78	11.74
MYO-INOSITOL-2-DEHYDROGENASE-RXN	0.0	2.72	3.28	0.0	0.0	0.0	0.0	0.0	0.0	1.15
MYO-INOSOSE-2-DEHYDRATASE-RXN	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N-ACETYLGLUTPREDUCT-RXN	23.39	24.02	21.12	22.38	21.26	21.38	11.249999999999998	31.300000000000004	15.739999999999998	47.17999999999999
N-ACETYLNEURAMINATE-SYNTHASE-RXN	2.99	3.67	1.64	0.0	0.0	0.0	1.47	1.46	0.0	3.37
N-ACETYLTRANSFER-RXN	23.590000000000003	20.14	22.12	22.38	21.03	16.22	10.74	25.58	16.35	46.03
